product,country,correction_bnusd_per_mt_feed
dairy-buffalo,AUS,-0.0
dairy-buffalo,AUT,-0.0
dairy-buffalo,AZE,-0.0
dairy-buffalo,BDI,-0.0
dairy-buffalo,BEL,-0.0
dairy-buffalo,BEN,-0.0
dairy-buffalo,BFA,-0.0
dairy-buffalo,BGD,-0.06729968916624784
dairy-buffalo,BGR,0.10327645111829042
dairy-buffalo,BHS,-0.0
dairy-buffalo,BIH,-0.0
dairy-buffalo,BLR,-0.0
dairy-buffalo,BLZ,-0.0
dairy-buffalo,BOL,-0.0
dairy-buffalo,BRA,-0.0
dairy-buffalo,BRB,-0.0
dairy-buffalo,BRN,-0.06840819679200649
dairy-buffalo,BTN,-0.0
dairy-buffalo,BWA,-0.0
dairy-buffalo,CAF,-0.0
dairy-buffalo,CAN,-0.0
dairy-buffalo,CHE,-0.0
dairy-buffalo,CHL,-0.0
dairy-buffalo,CHN,-0.028467146679759026
dairy-buffalo,CIV,-0.0
dairy-buffalo,CMR,-0.0
dairy-buffalo,COD,-0.0
dairy-buffalo,COG,-0.0
dairy-buffalo,COL,-0.0
dairy-buffalo,COM,-0.0
dairy-buffalo,CPV,-0.0
dairy-buffalo,CRI,-0.0
dairy-buffalo,CUB,-0.0
dairy-buffalo,CYP,-0.0
dairy-buffalo,CZE,-0.0
dairy-buffalo,DEU,-0.0
dairy-buffalo,DJI,-0.0
dairy-buffalo,DNK,-0.0
dairy-buffalo,DOM,-0.0
dairy-buffalo,DZA,-0.0
dairy-buffalo,ECU,-0.0
dairy-buffalo,EGY,0.05875863507390022
dairy-buffalo,ERI,-0.0
dairy-buffalo,ESP,-0.0
dairy-buffalo,EST,-0.0
dairy-buffalo,ETH,-0.0
dairy-buffalo,FIN,-0.0
dairy-buffalo,FJI,-0.0
dairy-buffalo,FRA,-0.0
dairy-buffalo,GAB,-0.0
dairy-buffalo,GBR,-0.0
dairy-buffalo,GEO,-0.0
dairy-buffalo,GHA,-0.0
dairy-buffalo,GIN,-0.0
dairy-buffalo,GMB,-0.0
dairy-buffalo,GNB,-0.0
dairy-buffalo,GNQ,-0.0
dairy-buffalo,GRC,0.03230979572981596
dairy-buffalo,GRD,-0.0
dairy-buffalo,GTM,-0.0
dairy-buffalo,GUF,-0.0
dairy-buffalo,GUY,-0.0
dairy-buffalo,HND,-0.0
dairy-buffalo,HRV,-0.0
dairy-buffalo,HTI,-0.0
dairy-buffalo,HUN,-0.0
dairy-buffalo,IDN,-0.057017382234334946
dairy-buffalo,IND,0.00032889808062464
dairy-buffalo,IRL,-0.0
dairy-buffalo,IRN,0.1536455750465393
dairy-buffalo,IRQ,-0.003770846873521805
dairy-buffalo,ISL,-0.0
dairy-buffalo,ISR,-0.0
dairy-buffalo,ITA,0.14981410652399063
dairy-buffalo,JAM,-0.0
dairy-buffalo,JOR,-0.0
dairy-buffalo,JPN,-0.0
dairy-buffalo,KAZ,-0.0
dairy-buffalo,KEN,-0.0
dairy-buffalo,KGZ,-0.0
dairy-buffalo,KHM,-0.0
dairy-buffalo,KOR,-0.0
dairy-buffalo,LAO,-0.0
dairy-buffalo,LBN,-0.0
dairy-buffalo,LBR,-0.0
dairy-buffalo,LBY,-0.0
dairy-buffalo,LKA,-0.016260912641882896
dairy-buffalo,LSO,-0.0
dairy-buffalo,LTU,-0.0
dairy-buffalo,LUX,-0.0
dairy-buffalo,LVA,-0.0
dairy-buffalo,MAR,-0.0
dairy-buffalo,MDA,-0.0
dairy-buffalo,MDG,-0.0
dairy-buffalo,MEX,-0.0
dairy-buffalo,MKD,-0.0
dairy-buffalo,MLI,-0.0
dairy-buffalo,MLT,-0.0
dairy-buffalo,MMR,-0.09124582819640636
dairy-buffalo,MNE,-0.0
dairy-buffalo,MNG,-0.0
dairy-buffalo,MOZ,-0.0
dairy-buffalo,MRT,-0.0
dairy-buffalo,MUS,-0.0
dairy-buffalo,MWI,-0.0
dairy-buffalo,MYS,0.011190786026418209
dairy-buffalo,NAM,-0.0
dairy-buffalo,NER,-0.0
dairy-buffalo,NGA,-0.0
dairy-buffalo,NIC,-0.0
dairy-buffalo,NLD,-0.0
dairy-buffalo,NOR,-0.0
dairy-buffalo,NPL,-0.044530788087286055
dairy-buffalo,NZL,-0.0
dairy-buffalo,OMN,-0.0
dairy-buffalo,PAK,0.03978090267628431
dairy-buffalo,PAN,-0.0
dairy-buffalo,PER,-0.0
dairy-buffalo,PHL,-0.0
dairy-buffalo,PNG,-0.0
dairy-buffalo,POL,-0.0
dairy-buffalo,PRI,-0.0
dairy-buffalo,PRT,-0.0
dairy-buffalo,PRY,-0.0
dairy-buffalo,PSE,-0.0
dairy-buffalo,ROU,-0.0
dairy-buffalo,RUS,-0.0
dairy-buffalo,RWA,-0.0
dairy-buffalo,SAU,-0.0
dairy-buffalo,SDN,-0.0
dairy-buffalo,SEN,-0.0
dairy-buffalo,SLB,-0.0
dairy-buffalo,SLE,-0.0
dairy-buffalo,SLV,-0.0
dairy-buffalo,SOM,-0.0
dairy-buffalo,SRB,-0.0
dairy-buffalo,SSD,-0.0
dairy-buffalo,STP,-0.0
dairy-buffalo,SUR,-0.0
dairy-buffalo,SVK,-0.0
dairy-buffalo,SVN,-0.0
dairy-buffalo,SWE,-0.0
dairy-buffalo,SWZ,-0.0
dairy-buffalo,SYR,0.0016734655946493149
dairy-buffalo,TCD,-0.0
dairy-buffalo,TGO,-0.0
dairy-buffalo,THA,-0.0
dairy-buffalo,TJK,-0.0
dairy-buffalo,TKM,-0.0
dairy-buffalo,TLS,-0.0
dairy-buffalo,TTO,-0.0
dairy-buffalo,TUN,-0.0
dairy-buffalo,TUR,0.03133049048483372
dairy-buffalo,TWN,-0.0
dairy-buffalo,TZA,-0.0
dairy-buffalo,UGA,-0.0
dairy-buffalo,UKR,-0.0
dairy-buffalo,URY,-0.0
dairy-buffalo,USA,-0.0
dairy-buffalo,UZB,-0.0
dairy-buffalo,VEN,-0.0
dairy-buffalo,VNM,-0.07415786571800709
dairy-buffalo,VUT,-0.0
dairy-buffalo,YEM,-0.0
dairy-buffalo,ZAF,-0.0
dairy-buffalo,ZMB,-0.0
dairy-buffalo,ZWE,-0.0
eggs,AFG,-0.09796278178691864
eggs,AGO,-0.054686423391103745
eggs,ALB,0.009739547036588192
eggs,ARE,0.019676003605127335
eggs,ARG,-0.030799012631177902
eggs,ARM,-0.0
eggs,ASM,-0.0
eggs,ATG,-0.08041457086801529
eggs,AUS,-0.008721871301531792
eggs,AUT,0.010159311816096306
eggs,AZE,-0.004849303513765335
eggs,BDI,-0.10328593850135803
